Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,weekday_name,day,month,year,temp_spread,Tavg2,r_humidity,len_day
1,2008-05-30,77,55,66.0,2,15.0,62,0, 1,420,1918,TSRA RA BR,0,M,0.0,0.40,29.03,29.79,8.4,21,10.4,Friday,30,May,2008,22,18.89,0.78,898.8
2,2008-05-30,77,58,68.0,2,15.56,63,0, 3,420,1918,TS RA BR,M,M,M,0.30,29.09,29.79,9.4,20,10.7,Friday,30,May,2008,19,20.0,0.76,898.8
1,2008-05-31,79,59,69.0,5,13.33,62,0, 4,420,1919, ,0,M,0.0,0.00,29.10,29.80,10.8,28,11.9,Saturday,31,May,2008,20,20.56,0.63,899.4000000000001
2,2008-05-31,79,60,70.0,5,13.33,62,0, 5,420,1919, ,M,M,M,0.00,29.15,29.79,11.1,28,12.3,Saturday,31,May,2008,19,21.11,0.61,899.4000000000001
1,2008-06-01,74,53,64.0,0,8.33,55,1, 0,419,1920, ,0,M,0.0,0.00,29.23,29.95,4.6,10,5.4,Sunday,1,June,2008,21,17.78,0.54,900.5999999999999
2,2008-06-01,71,56,64.0,0,7.78,55,1, 0,419,1920, ,M,M,M,0.00,29.29,29.94,5.6,8,5.9,Sunday,1,June,2008,15,17.78,0.52,900.5999999999999
1,2008-06-02,86,56,71.0,7,11.11,60,0, 6,419,1920,RA,0,M,0.0,0,29.16,29.89,1.9,8,4.8,Monday,2,June,2008,30,21.67,0.51,900.5999999999999
2,2008-06-02,85,61,73.0,7,11.67,61,0, 8,419,1920, ,M,M,M,0.00,29.21,29.87,1.7,13,5.7,Monday,2,June,2008,24,22.78,0.5,900.5999999999999
1,2008-06-03,69,55,62.0,-2,12.78,57,3, 0,418,1921,TSRA RA FG+ FG BR,0,M,0.0,0.52,28.97,29.69,7.3,4,9.2,Tuesday,3,June,2008,14,16.67,0.78,901.8000000000002
2,2008-06-03,74,57,66.0,-2,14.44,60,0, 1,418,1921,RA BR HZ,M,M,M,0.92,29.02,29.67,5.2,3,6.7,Tuesday,3,June,2008,17,18.89,0.75,901.8000000000002
1,2008-06-04,78,54,66.0,2,15.0,61,0, 1,418,1922,TSRA DZ FG+ FG BR HZ,0,M,0.0,0,28.90,29.62,4.5,4,5.2,Wednesday,4,June,2008,24,18.89,0.78,902.3999999999999
2,2008-06-04,78,59,69.0,2,16.11,64,0, 4,418,1922,TS TSRA BR HZ,M,M,M,0.02,28.95,29.60,3.1,5,4.3,Wednesday,4,June,2008,19,20.56,0.76,902.3999999999999
1,2008-06-05,87,60,74.0,9,20.0,71,0, 9,417,1923,TSRA BR,0,M,0.0,0.64,29.00,29.70,11.5,20,14.0,Thursday,5,June,2008,27,23.33,0.82,903.5999999999999
2,2008-06-05,88,68,78.0,9,20.56,72,0,13,417,1923,TSRA,M,M,M,0.22,29.06,29.69,13.2,20,13.8,Thursday,5,June,2008,20,25.56,0.74,903.5999999999999
1,2008-06-06,87,73,80.0,14,20.0,72,0,15,417,1923,RA,0,M,0.0,0,29.07,29.76,21.1,20,21.5,Friday,6,June,2008,14,26.67,0.67,903.5999999999999
2,2008-06-06,86,73,80.0,14,20.56,72,0,15,417,1923,RA,M,M,M,0.03,29.14,29.75,19.2,20,19.5,Friday,6,June,2008,13,26.67,0.69,903.5999999999999
1,2008-06-07,85,69,77.0,11,21.67,73,0,12,417,1924,TS RA BR,0,M,0.0,0.11,29.16,29.86,12.5,19,13.2,Saturday,7,June,2008,16,25.0,0.82,904.1999999999998
2,2008-06-07,84,72,78.0,11,21.67,73,0,13,417,1924,TS BR,M,M,M,0.07,29.23,29.85,11.8,19,12.4,Saturday,7,June,2008,12,25.56,0.79,904.1999999999998
1,2008-06-08,85,64,75.0,9,20.0,70,0,10,417,1925,TS TSRA RA,0,M,0.0,1.24,29.11,29.81,6.5,18,12.2,Sunday,8,June,2008,21,23.89,0.79,904.8
2,2008-06-08,87,65,76.0,9,20.56,71,0,11,417,1925,RA BR SQ,M,M,M,1.31,29.18,29.80,4.2,19,11.5,Sunday,8,June,2008,22,24.44,0.79,904.8
1,2008-06-09,74,65,70.0,4,17.78,66,0, 5,416,1925,RA BR,0,M,0.0,0.14,29.10,29.82,6.3,22,7.7,Monday,9,June,2008,9,21.11,0.81,905.4
2,2008-06-09,74,65,70.0,4,17.78,66,0, 5,416,1925,RA DZ,M,M,M,0.21,29.17,29.80,6.5,23,8.8,Monday,9,June,2008,9,21.11,0.81,905.4
1,2008-06-10,79,59,69.0,2,13.33,61,0, 4,416,1926,RA,0,M,0.0,0,29.18,29.89,8.8,25,9.6,Tuesday,10,June,2008,20,20.56,0.63,906.0000000000001
2,2008-06-10,80,60,70.0,2,13.33,63,0, 5,416,1926,RA,M,M,M,0.01,29.25,29.88,9.3,25,10.4,Tuesday,10,June,2008,20,21.11,0.61,906.0000000000001
1,2008-06-11,86,61,74.0,7,13.33,64,0, 9,416,1926, ,0,M,0.0,0.00,29.28,29.99,8.9,18,10.0,Wednesday,11,June,2008,25,23.33,0.53,906.0000000000001
2,2008-06-11,86,66,76.0,7,12.78,64,0,11,416,1926, ,M,M,M,0.00,29.34,29.97,9.4,18,10.4,Wednesday,11,June,2008,20,24.44,0.48,906.0000000000001
1,2008-06-12,91,73,82.0,14,17.22,69,0,17,416,1927, ,0,M,0.0,0.00,29.20,29.90,16.1,18,16.3,Thursday,12,June,2008,18,27.78,0.53,906.6
2,2008-06-12,91,73,82.0,14,17.22,70,0,17,416,1927, ,M,M,M,0.00,29.26,29.89,14.8,18,15.1,Thursday,12,June,2008,18,27.78,0.53,906.6
1,2008-06-13,82,65,74.0,6,16.67,66,0, 9,416,1927,TSRA RA BR,0,M,0.0,0.39,29.21,29.92,8.9,22,9.9,Friday,13,June,2008,17,23.33,0.66,906.6
2,2008-06-13,82,66,74.0,6,17.22,66,0, 9,416,1927,TS TSRA RA,M,M,M,0.19,29.28,29.91,9.6,23,10.8,Friday,13,June,2008,16,23.33,0.69,906.6
1,2008-06-14,84,59,72.0,4,11.67,61,0, 7,416,1928, ,0,M,0.0,0.00,29.23,29.94,8.3,24,8.8,Saturday,14,June,2008,25,22.22,0.51,907.2000000000002
2,2008-06-14,84,61,73.0,4,11.11,62,0, 8,416,1928, ,M,M,M,0.00,29.29,29.92,8.7,24,9.3,Saturday,14,June,2008,23,22.78,0.48,907.2000000000002
1,2008-06-15,81,61,71.0,3,15.56,64,0, 6,416,1928,RA,0,M,0.0,0.18,29.15,29.84,8.1,24,9.8,Sunday,15,June,2008,20,21.67,0.68,907.2000000000002
2,2008-06-15,82,60,71.0,3,15.56,64,0, 6,416,1928,TSRA RA BR,M,M,M,0.29,29.23,29.83,8.4,24,9.7,Sunday,15,June,2008,22,21.67,0.68,907.2000000000002
1,2008-06-16,72,59,66.0,-3,9.44,57,0, 1,416,1929, ,0,M,0.0,0.00,29.20,29.91,10.7,31,11.2,Monday,16,June,2008,13,18.89,0.54,907.7999999999998
2,2008-06-16,74,60,67.0,-3,9.44,57,0, 2,416,1929, ,M,M,M,0.00,29.25,29.89,10.8,31,11.5,Monday,16,June,2008,14,19.44,0.52,907.7999999999998
1,2008-06-17,76,55,66.0,-3,7.78,55,0, 1,416,1929, ,0,M,0.0,0.00,29.26,29.97,10.7,30,11.2,Tuesday,17,June,2008,21,18.89,0.48,907.7999999999998
2,2008-06-17,76,56,66.0,-3,7.78,55,0, 1,416,1929, ,M,M,M,0.00,29.32,29.96,10.2,30,10.8,Tuesday,17,June,2008,20,18.89,0.48,907.7999999999998
1,2008-06-18,77,56,67.0,-3,8.89,56,0, 2,416,1929, ,0,M,0.0,0.00,29.21,29.92,4.8,3,7.3,Wednesday,18,June,2008,21,19.44,0.51,907.7999999999998
2,2008-06-18,75,58,67.0,-3,9.44,56,0, 2,416,1929, ,M,M,M,0.00,29.26,29.91,5.0,5,7.5,Wednesday,18,June,2008,17,19.44,0.52,907.7999999999998
1,2008-06-19,81,52,67.0,-3,7.78,56,0, 2,416,1930, ,0,M,0.0,0.00,29.21,29.93,1.8,25,5.1,Thursday,19,June,2008,29,19.44,0.47,908.4
2,2008-06-19,80,55,68.0,-3,8.33,57,0, 3,416,1930, ,M,M,M,0.00,29.27,29.92,1.5,14,5.4,Thursday,19,June,2008,25,20.0,0.47,908.4
1,2008-06-20,82,58,70.0,0,11.67,60,0, 5,416,1930,TSRA RA,0,M,0.0,0.09,29.25,29.96,6.7,22,7.9,Friday,20,June,2008,24,21.11,0.55,908.4
2,2008-06-20,83,60,72.0,0,11.11,59,0, 7,416,1930,RA,M,M,M,0.04,29.30,29.95,6.5,23,7.2,Friday,20,June,2008,23,22.22,0.49,908.4
1,2008-06-21,82,61,72.0,2,11.11,61,0, 7,416,1930, ,0,M,0.0,0.01,29.24,29.95,7.1,29,7.8,Saturday,21,June,2008,21,22.22,0.49,908.4
2,2008-06-21,83,62,73.0,2,11.67,61,0, 8,416,1930,RA,M,M,M,0.01,29.29,29.93,5.6,29,6.9,Saturday,21,June,2008,21,22.78,0.5,908.4
1,2008-06-22,82,57,70.0,0,11.11,59,0, 5,417,1931,TS TSRA,0,M,0.0,0.16,29.18,29.89,2.9,31,5.1,Sunday,22,June,2008,25,21.11,0.53,908.3999999999999
2,2008-06-22,81,61,71.0,0,11.67,60,0, 6,417,1931,RA,M,M,M,0.02,29.23,29.87,1.5,34,4.4,Sunday,22,June,2008,20,21.67,0.53,908.3999999999999
1,2008-06-23,77,56,67.0,-3,12.22,59,0, 2,417,1931, ,0,M,0.0,0.00,29.33,30.04,3.9,4,6.4,Monday,23,June,2008,21,19.44,0.63,908.3999999999999
2,2008-06-23,76,57,67.0,-3,12.22,59,0, 2,417,1931, ,M,M,M,0.00,29.38,30.03,3.8,3,6.4,Monday,23,June,2008,19,19.44,0.63,908.3999999999999
1,2008-06-24,82,55,69.0,-2,11.67,60,0, 4,417,1931, ,0,M,0.0,0.00,29.44,30.15,5.1,18,5.8,Tuesday,24,June,2008,27,20.56,0.57,908.3999999999999
2,2008-06-24,82,57,70.0,-2,11.11,60,0, 5,417,1931, ,M,M,M,0.00,29.49,30.13,4.3,18,5.4,Tuesday,24,June,2008,25,21.11,0.53,908.3999999999999
1,2008-06-25,79,66,73.0,2,17.78,67,0, 8,417,1931,RA,0,M,0.0,0.08,29.28,29.99,8.0,22,9.3,Wednesday,25,June,2008,13,22.78,0.73,908.3999999999999
2,2008-06-25,79,67,73.0,2,18.33,68,0, 8,417,1931,RA BR,M,M,M,0.11,29.34,29.98,7.5,21,8.5,Wednesday,25,June,2008,12,22.78,0.76,908.3999999999999
1,2008-06-26,86,70,78.0,7,18.89,70,0,13,418,1931,BR,0,M,0.0,0.00,29.15,29.86,6.3,26,7.3,Thursday,26,June,2008,16,25.56,0.67,907.8
2,2008-06-26,87,71,79.0,7,19.44,71,0,14,418,1931,BR,M,M,M,0.00,29.21,29.84,6.8,25,7.8,Thursday,26,June,2008,16,26.11,0.67,907.8
1,2008-06-27,84,66,75.0,4,19.44,70,0,10,418,1931,RA,0,M,0.0,0,29.05,29.76,6.7,22,7.4,Friday,27,June,2008,18,23.89,0.76,907.8
2,2008-06-27,85,69,77.0,4,19.44,70,0,12,418,1931,RA,M,M,M,0,29.11,29.74,8.3,21,9.1,Friday,27,June,2008,16,25.0,0.71,907.8
1,2008-06-28,83,64,74.0,3,12.78,63,0, 9,419,1931,TSRA HZ,0,M,0.0,0.04,28.98,29.69,12.1,25,13.2,Saturday,28,June,2008,19,23.33,0.52,907.1999999999998
2,2008-06-28,84,66,75.0,3,12.78,63,0,10,419,1931,RA,M,M,M,0,29.05,29.68,13.3,26,14.5,Saturday,28,June,2008,18,23.89,0.5,907.1999999999998
1,2008-06-29,75,60,68.0,-3,14.44,61,0, 3,419,1931,RA BR,0,M,0.0,0.58,29.08,29.77,7.3,31,9.7,Sunday,29,June,2008,15,20.0,0.7,907.1999999999998
2,2008-06-29,77,61,69.0,-3,14.44,61,0, 4,419,1931,RA BR,M,M,M,0.22,29.13,29.75,7.9,30,10.1,Sunday,29,June,2008,16,20.56,0.68,907.1999999999998
1,2008-06-30,80,59,70.0,-2,10.0,58,0, 5,419,1931, ,0,M,0.0,0.00,29.28,29.98,6.0,34,9.6,Monday,30,June,2008,21,21.11,0.49,907.1999999999998
2,2008-06-30,81,59,70.0,-2,9.44,58,0, 5,419,1931, ,M,M,M,0.00,29.34,29.96,5.5,35,9.1,Monday,30,June,2008,22,21.11,0.47,907.1999999999998
1,2008-07-01,83,58,71.0,-1,10.56,60,0, 6,420,1931, ,0,M,0.0,0.00,29.24,29.97,8.1,24,8.0,Tuesday,1,July,2008,25,21.67,0.49,906.5999999999999
2,2008-07-01,84,57,71.0,-1,10.0,60,0, 6,420,1931, ,M,M,M,0.00,29.30,29.95,8.2,23,8.3,Tuesday,1,July,2008,27,21.67,0.47,906.5999999999999
1,2008-07-02,87,63,75.0,3,16.67,66,0,10,420,1931,TS RA BR,0,M,0.0,0.20,29.09,29.79,8.7,23,13.2,Wednesday,2,July,2008,24,23.89,0.64,906.5999999999999
2,2008-07-02,89,63,76.0,3,16.67,67,0,11,420,1931,RA,M,M,M,0.12,29.14,29.78,7.4,24,11.7,Wednesday,2,July,2008,26,24.44,0.62,906.5999999999999
1,2008-07-03,71,55,63.0,-9,10.56,57,2, 0,421,1931, ,0,M,0.0,0,29.34,30.04,11.6,3,12.0,Thursday,3,July,2008,16,17.22,0.65,905.9999999999999
2,2008-07-03,71,59,65.0,-9,10.56,57,0, 0,421,1931, ,M,M,M,0,29.39,30.01,13.3,3,13.5,Thursday,3,July,2008,12,18.33,0.61,905.9999999999999
1,2008-07-04,76,52,64.0,-8,10.0,57,1, 0,422,1930, ,0,M,0.0,0.00,29.35,30.06,6.0,5,6.6,Friday,4,July,2008,24,17.78,0.6,904.8
2,2008-07-04,75,58,67.0,-8,10.0,58,0, 2,422,1930, ,M,M,M,0.00,29.40,30.05,6.5,6,7.5,Friday,4,July,2008,17,19.44,0.54,904.8
1,2008-07-05,80,54,67.0,-5,11.11,59,0, 2,422,1930, ,0,M,0.0,0.00,29.31,30.03,4.6,7,7.0,Saturday,5,July,2008,26,19.44,0.59,904.8
2,2008-07-05,79,57,68.0,-5,11.11,60,0, 3,422,1930, ,M,M,M,0.00,29.36,30.01,4.7,10,5.7,Saturday,5,July,2008,22,20.0,0.57,904.8
1,2008-07-06,87,59,73.0,1,13.89,65,0, 8,423,1930, ,0,M,0.0,0.00,29.21,29.94,9.3,19,9.4,Sunday,6,July,2008,28,22.78,0.57,904.2
2,2008-07-06,88,63,76.0,1,14.44,65,0,11,423,1930, ,M,M,M,0.00,29.28,29.92,8.3,19,8.9,Sunday,6,July,2008,25,24.44,0.54,904.2
1,2008-07-07,87,71,79.0,7,19.44,71,0,14,423,1930,TSRA RA,0,M,0.0,0.03,29.16,29.87,10.9,22,11.9,Monday,7,July,2008,16,26.11,0.67,904.2
2,2008-07-07,87,74,81.0,7,20.0,71,0,16,423,1930, ,M,M,M,0.11,29.21,29.86,10.8,21,11.4,Monday,7,July,2008,13,27.22,0.65,904.2
1,2008-07-08,85,70,78.0,5,19.44,71,0,13,424,1929, ,0,M,0.0,0.03,29.10,29.81,7.8,26,9.1,Tuesday,8,July,2008,15,25.56,0.69,902.9999999999999
2,2008-07-08,86,46,66.0,5,20.0,71,M,M,424,1929,TS RA,M,M,M,0.28,29.16,29.80,7.4,24,8.3,Tuesday,8,July,2008,40,18.89,1.07,902.9999999999999
1,2008-07-09,85,67,76.0,3,12.78,63,0,11,425,1929, ,0,M,0.0,0,29.26,29.95,9.5,31,10.3,Wednesday,9,July,2008,18,24.44,0.48,902.3999999999999
2,2008-07-09,85,67,76.0,3,12.78,64,0,11,425,1929, ,M,M,M,0.00,29.31,29.94,8.1,32,9.1,Wednesday,9,July,2008,18,24.44,0.48,902.3999999999999
1,2008-07-10,82,64,73.0,0,17.22,66,0, 8,425,1929,TSRA RA BR,0,M,0.0,0.72,29.26,29.99,8.5,23,9.2,Thursday,10,July,2008,18,22.78,0.71,902.3999999999999
2,2008-07-10,84,64,74.0,0,16.67,67,0, 9,425,1929,TSRA RA,M,M,M,0.43,29.33,29.97,8.1,23,8.6,Thursday,10,July,2008,20,23.33,0.66,902.3999999999999
1,2008-07-11,88,64,76.0,3,18.33,69,0,11,426,1928,TSRA RA BR,0,M,0.0,0.34,29.23,29.97,5.2,20,8.4,Friday,11,July,2008,24,24.44,0.69,901.2000000000002
2,2008-07-11,89,64,77.0,3,18.33,69,0,12,426,1928,TS TSRA RA,M,M,M,0.03,29.30,29.95,3.7,19,7.5,Friday,11,July,2008,25,25.0,0.67,901.2000000000002
1,2008-07-12,81,65,73.0,0,17.22,66,0, 8,427,1928,TS TSRA RA BR,0,M,0.0,0.73,29.19,29.89,7.7,26,10.3,Saturday,12,July,2008,16,22.78,0.71,900.6000000000001
2,2008-07-12,83,66,75.0,0,17.78,67,0,10,427,1928,TSRA RA BR,M,M,M,0.65,29.25,29.87,8.4,26,11.0,Saturday,12,July,2008,17,23.89,0.69,900.6000000000001
1,2008-07-13,79,62,71.0,-2,12.22,61,0, 6,428,1927, ,0,M,0.0,0.00,29.12,29.84,12.1,27,12.4,Sunday,13,July,2008,17,21.67,0.55,899.4000000000001
2,2008-07-13,79,61,70.0,-2,11.67,61,0, 5,428,1927, ,M,M,M,0.00,29.18,29.83,13.6,27,13.8,Sunday,13,July,2008,18,21.11,0.55,899.4000000000001
1,2008-07-14,84,62,73.0,0,12.22,62,0, 8,428,1927, ,0,M,0.0,0.00,29.22,29.92,4.5,29,7.8,Monday,14,July,2008,22,22.78,0.51,899.4000000000001
2,2008-07-14,84,62,73.0,0,12.22,62,0, 8,428,1927, ,M,M,M,0.00,29.28,29.90,1.9,29,7.1,Monday,14,July,2008,22,22.78,0.51,899.4000000000001
1,2008-07-15,90,61,76.0,2,16.67,68,0,11,429,1926, ,0,M,0.0,0.00,29.30,30.00,6.8,23,7.4,Tuesday,15,July,2008,29,24.44,0.62,898.2000000000002
2,2008-07-15,91,67,79.0,2,17.22,69,0,14,429,1926, ,M,M,M,0.00,29.36,29.98,7.8,22,8.3,Tuesday,15,July,2008,24,26.11,0.58,898.2000000000002
1,2008-07-16,90,71,81.0,7,18.89,70,0,16,430,1925, ,0,M,0.0,0.00,29.39,30.09,5.0,23,7.2,Wednesday,16,July,2008,19,27.22,0.6,897.0
2,2008-07-16,91,73,82.0,7,19.44,71,0,17,430,1925, ,M,M,M,0.00,29.44,30.07,5.2,21,7.4,Wednesday,16,July,2008,18,27.78,0.61,897.0
1,2008-07-17,89,71,80.0,6,18.89,71,0,15,431,1925, ,0,M,0.0,0.00,29.33,30.05,8.6,22,9.0,Thursday,17,July,2008,18,26.67,0.62,896.4000000000001
2,2008-07-17,90,74,82.0,6,18.89,71,0,17,431,1925, ,M,M,M,0.00,29.39,30.03,8.9,22,9.3,Thursday,17,July,2008,16,27.78,0.59,896.4000000000001
1,2008-07-18,86,74,80.0,6,20.0,72,0,15,432,1924,RA,0,M,0.0,0.04,29.24,29.95,2.6,22,5.4,Friday,18,July,2008,12,26.67,0.67,895.1999999999998
2,2008-07-18,91,73,82.0,6,19.44,71,0,17,432,1924,RA,M,M,M,0,29.30,29.94,6.8,23,8.2,Friday,18,July,2008,18,27.78,0.61,895.1999999999998
1,2008-07-19,78,67,73.0,-1,20.0,69,0, 8,433,1923,RA BR VCTS,0,M,0.0,1.61,29.19,29.91,2.0,33,5.8,Saturday,19,July,2008,11,22.78,0.84,894.0
2,2008-07-19,80,70,75.0,-1,21.11,71,0,10,433,1923,RA BR,M,M,M,1.22,29.24,29.89,1.1,23,5.9,Saturday,19,July,2008,10,23.89,0.84,894.0
1,2008-07-20,86,68,77.0,3,20.0,71,0,12,433,1923,TSRA,0,M,0.0,0.74,29.20,29.91,4.5,25,5.7,Sunday,20,July,2008,18,25.0,0.74,894.0
2,2008-07-20,86,68,77.0,3,20.0,71,0,12,433,1923,TSRA RA,M,M,M,0.43,29.25,29.89,6.1,27,7.0,Sunday,20,July,2008,18,25.0,0.74,894.0
1,2008-07-21,83,68,76.0,2,18.33,68,0,11,434,1922,TSRA RA,0,M,0.0,0.13,29.21,29.92,3.3,3,7.4,Monday,21,July,2008,15,24.44,0.69,892.7999999999998
2,2008-07-21,84,70,77.0,2,18.89,69,0,12,434,1922,TSRA RA VCTS,M,M,M,0.13,29.26,29.90,2.4,2,8.0,Monday,21,July,2008,14,25.0,0.69,892.7999999999998
1,2008-07-22,77,63,70.0,-4,15.0,64,0, 5,435,1921, ,0,M,0.0,0,29.31,30.00,8.2,3,8.7,Tuesday,22,July,2008,14,21.11,0.68,891.6000000000001
2,2008-07-22,75,66,71.0,-4,16.11,64,0, 6,435,1921,RA,M,M,M,0.06,29.36,29.98,8.6,3,9.3,Tuesday,22,July,2008,9,21.67,0.71,891.6000000000001
1,2008-07-23,81,60,71.0,-3,11.11,60,0, 6,436,1920, ,0,M,0.0,0.00,29.39,30.10,7.6,2,8.5,Wednesday,23,July,2008,21,21.67,0.51,890.4
2,2008-07-23,81,60,71.0,-3,11.11,61,0, 6,436,1920, ,M,M,M,0.00,29.44,30.08,8.3,36,9.3,Wednesday,23,July,2008,21,21.67,0.51,890.4
1,2008-07-24,82,59,71.0,-3,11.67,61,0, 6,437,1919, ,0,M,0.0,0.00,29.33,30.05,3.9,24,4.4,Thursday,24,July,2008,23,21.67,0.53,889.2
2,2008-07-24,82,60,71.0,-3,11.11,61,0, 6,437,1919, ,M,M,M,0.00,29.39,30.04,4.3,24,4.7,Thursday,24,July,2008,22,21.67,0.51,889.2
1,2008-07-25,82,61,72.0,-2,17.22,67,0, 7,438,1918, ,0,M,0.0,0.00,29.26,29.99,5.5,23,6.9,Friday,25,July,2008,21,22.22,0.73,888.0
2,2008-07-25,84,65,75.0,-2,17.22,67,0,10,438,1918, ,M,M,M,0.00,29.33,29.98,6.8,22,7.6,Friday,25,July,2008,19,23.89,0.66,888.0
1,2008-07-26,84,65,75.0,1,14.44,65,0,10,439,1918,BR,0,M,0.0,0.00,29.22,29.94,8.5,31,9.1,Saturday,26,July,2008,19,23.89,0.56,887.4
2,2008-07-26,85,67,76.0,1,14.44,66,0,11,439,1918,BR,M,M,M,0.00,29.28,29.92,6.9,30,7.7,Saturday,26,July,2008,18,24.44,0.54,887.4
1,2008-07-27,83,62,73.0,-1,14.44,64,0, 8,440,1917, ,0,M,0.0,0.00,29.16,29.89,5.9,24,6.7,Sunday,27,July,2008,21,22.78,0.59,886.2
2,2008-07-27,83,63,73.0,-1,14.44,65,0, 8,440,1917, ,M,M,M,0.00,29.22,29.87,5.9,24,6.8,Sunday,27,July,2008,20,22.78,0.59,886.2
1,2008-07-28,85,66,76.0,2,17.22,67,0,11,441,1916, ,0,M,0.0,0.00,29.16,29.87,4.0,7,6.1,Monday,28,July,2008,19,24.44,0.64,884.9999999999999
2,2008-07-28,84,70,77.0,2,17.22,68,0,12,441,1916, ,M,M,M,0.00,29.21,29.85,4.4,10,6.4,Monday,28,July,2008,14,25.0,0.62,884.9999999999999
1,2008-07-29,88,65,77.0,3,19.44,70,0,12,442,1915,TSRA RA,0,M,0.0,0.05,29.14,29.85,6.4,20,7.9,Tuesday,29,July,2008,23,25.0,0.71,883.8
2,2008-07-29,89,70,80.0,3,19.44,71,0,15,442,1915,TSRA RA BR,M,M,M,0.23,29.21,29.83,5.9,20,7.9,Tuesday,29,July,2008,19,26.67,0.65,883.8
1,2008-07-30,89,72,81.0,7,18.33,70,0,16,443,1914, ,0,M,0.0,0.00,29.04,29.75,7.8,27,8.6,Wednesday,30,July,2008,17,27.22,0.58,882.6000000000001
2,2008-07-30,90,72,81.0,7,19.44,71,0,16,443,1914, ,M,M,M,0.00,29.10,29.73,8.8,27,9.7,Wednesday,30,July,2008,18,27.22,0.63,882.6000000000001
1,2008-07-31,89,72,81.0,7,19.44,70,0,16,444,1913,RA BR,0,M,0.0,0.14,29.06,29.76,4.9,27,5.8,Thursday,31,July,2008,17,27.22,0.63,881.3999999999999
2,2008-07-31,89,71,80.0,7,20.56,72,0,15,444,1913,RA,M,M,M,0.50,29.11,29.74,5.6,27,6.9,Thursday,31,July,2008,18,26.67,0.69,881.3999999999999
1,2008-08-01,89,68,79.0,6,20.0,72,0,14,445,1911,RA,0,M,0.0,1.05,29.09,29.79,3.1,31,5.7,Friday,1,August,2008,21,26.11,0.69,879.5999999999999
2,2008-08-01,89,72,81.0,6,20.56,73,0,16,445,1911, ,M,M,M,0.00,29.14,29.77,1.9,6,3.6,Friday,1,August,2008,17,27.22,0.67,879.5999999999999
1,2008-08-02,81,65,73.0,0,15.0,65,0, 8,446,1910, ,0,M,0.0,0.00,29.24,29.93,8.4,3,9.2,Saturday,2,August,2008,16,22.78,0.62,878.4
2,2008-08-02,80,68,74.0,0,15.56,65,0, 9,446,1910, ,M,M,M,0.00,29.28,29.90,8.6,3,9.2,Saturday,2,August,2008,12,23.33,0.62,878.4
1,2008-08-03,84,61,73.0,0,16.11,66,0, 8,447,1909, ,0,M,0.0,0.00,29.24,29.96,5.3,18,6.0,Sunday,3,August,2008,23,22.78,0.66,877.2
2,2008-08-03,85,63,74.0,0,16.11,67,0, 9,447,1909, ,M,M,M,0.00,29.30,29.94,5.2,19,6.5,Sunday,3,August,2008,22,23.33,0.64,877.2
1,2008-08-04,87,70,79.0,6,20.0,70,0,14,448,1908,TS TSRA RA BR,0,M,  T,2.43,29.18,29.90,3.1,18,9.0,Monday,4,August,2008,17,26.11,0.69,876.0
2,2008-08-04,88,69,79.0,6,20.56,71,0,14,448,1908,TSRA RA BR HZ VCTS,M,M,M,0.59,29.24,29.89,2.9,19,9.1,Monday,4,August,2008,19,26.11,0.72,876.0
1,2008-08-05,87,69,78.0,5,19.44,71,0,13,449,1907,HZ,0,M,0.0,0.00,29.24,29.93,6.2,31,7.4,Tuesday,5,August,2008,18,25.56,0.69,874.8
2,2008-08-05,88,71,80.0,5,20.56,72,0,15,449,1907,BR HZ,M,M,M,0.08,29.30,29.91,2.9,31,6.3,Tuesday,5,August,2008,17,26.67,0.69,874.8
1,2008-08-06,84,67,76.0,3,15.56,66,0,11,450,1906, ,0,M,0.0,0.00,29.29,30.00,6.8,30,8.1,Wednesday,6,August,2008,17,24.44,0.58,873.5999999999999
2,2008-08-06,84,67,76.0,3,15.56,66,0,11,450,1906, ,M,M,M,0.01,29.35,29.98,5.4,29,6.9,Wednesday,6,August,2008,17,24.44,0.58,873.5999999999999
1,2008-08-07,82,64,73.0,0,13.33,63,0, 8,451,1904, ,0,M,0.0,0.00,29.26,29.98,7.8,34,9.4,Thursday,7,August,2008,18,22.78,0.55,871.8
2,2008-08-07,81,63,72.0,0,13.89,63,0, 7,451,1904, ,M,M,M,0.01,29.31,29.96,7.1,35,9.1,Thursday,7,August,2008,18,22.22,0.59,871.8
1,2008-08-08,79,63,71.0,-2,12.22,61,0, 6,452,1903, ,0,M,0.0,0.00,29.29,30.01,4.5,2,7.4,Friday,8,August,2008,16,21.67,0.55,870.6000000000001
2,2008-08-08,78,64,71.0,-2,12.22,61,0, 6,452,1903, ,M,M,M,0.00,29.34,29.99,3.5,1,6.7,Friday,8,August,2008,14,21.67,0.55,870.6000000000001
1,2008-08-09,80,62,71.0,-2,14.44,62,0, 6,453,1902, ,0,M,0.0,0,29.20,29.92,2.6,31,9.0,Saturday,9,August,2008,18,21.67,0.64,869.4000000000001
