AddressAccuracy,WnvPresent,dist_ohare,dist_mid,sprayed,temp_spread_1,PrecipTotal_1,Tavg_1,r_humidity_1,len_day_1,temp_spread_2,PrecipTotal_2,Tavg_2,r_humidity_2,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,month_1_July,month_1_June,month_1_May,month_1_October,month_1_September,Species_UNSPECIFIED CULEX
8,0,31.29120090518589,4.3611668291626655,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,31.29120090518589,4.3611668291626655,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
8,0,31.29120090518589,4.3611668291626655,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,31.29120090518589,4.3611668291626655,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,30.452434889810768,3.010911567531678,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,30.452434889810768,3.010911567531678,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,30.452434889810768,3.010911567531678,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,30.452434889810768,3.010911567531678,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,30.452434889810768,3.010911567531678,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,30.452434889810768,3.010911567531678,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,30.452434889810768,3.010911567531678,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,30.452434889810768,3.010911567531678,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,30.452434889810768,3.010911567531678,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,0,1,0,0,0,0,0,0,0,0
8,0,32.83816602519364,6.389962733554912,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,32.83816602519364,6.389962733554912,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,32.83816602519364,6.389962733554912,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,32.83816602519364,6.389962733554912,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
8,0,32.83816602519364,6.389962733554912,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
8,0,32.83816602519364,6.389962733554912,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,32.83816602519364,6.389962733554912,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,32.83816602519364,6.389962733554912,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,24.63268471230798,4.0180554566746185,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,24.63268471230798,4.0180554566746185,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,24.63268471230798,4.0180554566746185,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,24.63268471230798,4.0180554566746185,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
8,0,24.63268471230798,4.0180554566746185,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,24.63268471230798,4.0180554566746185,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,27.05178844046442,2.096948227645909,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,27.05178844046442,2.096948227645909,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,27.05178844046442,2.096948227645909,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,27.05178844046442,2.096948227645909,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,36.93399750399679,12.611200786048608,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,36.93399750399679,12.611200786048608,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,36.93399750399679,12.611200786048608,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,36.93399750399679,12.611200786048608,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
8,0,36.93399750399679,12.611200786048608,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
8,0,36.93399750399679,12.611200786048608,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,36.93399750399679,12.611200786048608,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,36.93399750399679,12.611200786048608,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,29.235126339381235,8.180080845182705,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,29.235126339381235,8.180080845182705,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,29.235126339381235,8.180080845182705,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,29.235126339381235,8.180080845182705,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,29.235126339381235,8.180080845182705,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,29.235126339381235,8.180080845182705,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,29.235126339381235,8.180080845182705,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,29.235126339381235,8.180080845182705,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,29.235126339381235,8.180080845182705,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,36.068225534588194,13.883170863217167,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,36.068225534588194,13.883170863217167,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,36.068225534588194,13.883170863217167,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,36.068225534588194,13.883170863217167,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,37.43402521307419,13.752323382183945,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,37.43402521307419,13.752323382183945,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,37.43402521307419,13.752323382183945,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
8,0,37.43402521307419,13.752323382183945,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,39.82620425442827,15.835639039067877,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,39.82620425442827,15.835639039067877,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,39.82620425442827,15.835639039067877,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,39.82620425442827,15.835639039067877,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,39.82620425442827,15.835639039067877,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,39.82620425442827,15.835639039067877,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,39.82620425442827,15.835639039067877,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,39.82620425442827,15.835639039067877,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,39.82620425442827,15.835639039067877,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,37.63543169649101,12.048408681098891,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,37.63543169649101,12.048408681098891,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,37.63543169649101,12.048408681098891,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,37.63543169649101,12.048408681098891,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,37.63543169649101,12.048408681098891,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,37.63543169649101,12.048408681098891,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,31.776321934066782,11.02917182213799,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,1,31.776321934066782,11.02917182213799,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,31.776321934066782,11.02917182213799,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,31.776321934066782,11.02917182213799,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,31.776321934066782,11.02917182213799,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,31.776321934066782,11.02917182213799,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,32.09268989504821,9.242761095231977,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,32.09268989504821,9.242761095231977,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,1,32.09268989504821,9.242761095231977,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,32.09268989504821,9.242761095231977,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,32.09268989504821,9.242761095231977,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
8,0,32.09268989504821,9.242761095231977,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,32.09268989504821,9.242761095231977,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,32.09268989504821,9.242761095231977,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,38.97789049370864,13.827902601993499,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,38.97789049370864,13.827902601993499,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,38.97789049370864,13.827902601993499,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,38.97789049370864,13.827902601993499,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,38.97789049370864,13.827902601993499,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,38.97789049370864,13.827902601993499,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,38.97789049370864,13.827902601993499,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,38.97789049370864,13.827902601993499,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,27.20537411886347,1.8917507859401905,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,27.20537411886347,1.8917507859401905,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,27.20537411886347,1.8917507859401905,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
8,0,27.20537411886347,1.8917507859401905,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
8,0,27.20537411886347,1.8917507859401905,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
8,0,27.20537411886347,1.8917507859401905,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,27.20537411886347,1.8917507859401905,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
8,0,27.20537411886347,1.8917507859401905,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,0,0,0,1,0,0,0,0,0,0
8,0,27.20537411886347,1.8917507859401905,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,0,0,0,1,0,0,0,0,0,0
9,0,27.474348281954768,2.4866092909958284,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,27.474348281954768,2.4866092909958284,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,27.474348281954768,2.4866092909958284,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
9,0,27.474348281954768,2.4866092909958284,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,27.474348281954768,2.4866092909958284,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
9,0,27.474348281954768,2.4866092909958284,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
9,0,27.474348281954768,2.4866092909958284,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,0,1,0,0,0,0,0,0,0,0
5,0,45.17188849215637,17.78015291753565,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,0,0,0,1,0,0,0,0,0,0
5,1,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,1,0,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,0,0,1,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
5,0,41.47521719036618,15.322259585740927,0,23,0.0,81.0,0.53,866.0,22,0.0,80.0,0.56,1,0,0,0,0,0,0,0,0,0,0,0
